example,stiffness,friction,target_force,penetration,force,normal_kp,normal_kd,y_gain,target_scale
2050,831.9536,0.8013,20.1093,0.01645,13.9625,203.3159,36.0000,5.5991,0.5048
2051,745.7765,0.6698,12.2913,0.00622,4.3248,194.3926,36.0000,6.0938,0.5632
2052,589.7753,0.5033,15.3121,0.00069,0.7481,185.5071,29.7194,5.4863,0.7121
2053,376.8907,0.8415,15.3182,0.01398,5.1270,143.9543,29.0388,5.6502,1.1144
2054,652.8613,0.1023,7.2819,0.00753,4.5806,168.8721,31.4039,7.1705,0.6433
2055,612.5701,0.7460,12.2167,0.01732,10.8435,159.9065,35.3447,5.6086,0.6856
2056,416.7203,0.8249,17.4777,0.03228,13.1836,136.9551,30.1009,5.4820,1.0079
2057,358.8256,0.8524,11.4864,0.00433,1.4798,140.8385,25.5837,4.1103,1.1705
2058,349.1713,0.6132,16.0704,0.00361,1.7654,148.8468,23.3806,6.2776,1.2028
2059,655.2224,0.4285,12.2562,0.03364,22.3992,185.5979,34.0850,5.8577,0.6410
2060,587.7709,0.4702,21.6836,0.03634,21.1407,154.3599,32.3946,5.8732,0.7146
2061,950.9331,0.3345,14.7034,0.02393,22.2037,205.0000,36.0000,6.2180,0.4417
2062,609.4903,0.2618,20.6003,0.00585,4.0561,192.8207,31.3793,8.0177,0.6891
2063,202.0786,0.0764,10.5365,0.00919,1.4770,115.2428,17.6736,7.8852,2.0000
2064,554.5753,0.1717,15.3431,0.00184,0.7201,180.3569,26.0105,6.8790,0.7573
2065,393.7109,0.4534,12.5937,0.00883,3.9031,143.1761,26.4387,6.4449,1.0668
2066,317.2491,0.8095,20.5156,0.05011,16.1792,117.1213,27.1263,4.0213,1.3239
2067,460.3455,0.7891,14.6361,0.00826,3.4826,158.5896,31.1231,5.2363,0.9124
2068,313.7888,0.1495,9.7761,0.00238,0.5038,132.4673,18.6093,8.1450,1.3385
2069,937.0309,0.7520,16.7550,0.01449,14.0052,205.0000,36.0000,5.4454,0.4482
2070,883.3592,0.5056,17.8851,0.00986,9.0332,205.0000,36.0000,6.0468,0.4755
2071,251.3517,0.4883,13.6822,0.06776,16.2558,86.0606,23.0387,6.0288,1.6710
2072,490.8337,0.4052,13.1673,0.01887,9.3719,146.9749,28.9670,6.6274,0.8557
2073,315.7238,0.6468,9.8743,0.02034,6.4053,119.9903,25.6457,4.8836,1.3303
2074,312.0311,0.8035,14.2260,0.03005,8.8223,123.6926,26.7889,5.6494,1.3460
2075,913.3456,0.5936,11.0074,0.00477,4.1169,205.0000,36.0000,6.6931,0.4598
2076,527.9357,0.1466,10.6716,0.02792,14.9362,153.5724,28.0111,7.8649,0.7956
2077,360.5254,0.2175,10.7959,0.04439,15.7018,129.8717,23.5560,7.4550,1.1650
2078,906.4298,0.5522,17.3969,0.00921,7.7367,205.0000,36.0000,6.4093,0.4634
2079,258.4299,0.7361,7.3023,0.01127,3.4041,112.3406,24.6420,4.5082,1.6252
2080,486.9919,0.5762,13.4939,0.01461,7.6646,150.8733,30.2194,6.6512,0.8624
2081,547.3860,0.5279,6.8209,0.00238,1.6831,158.4109,28.6450,5.6549,0.7673
2082,677.7274,0.0685,16.2119,0.01607,10.9382,178.2612,31.8800,8.4481,0.6197
2083,851.9855,0.4511,14.4004,0.00383,3.6077,205.0000,36.0000,7.0311,0.4930
2084,403.8864,0.7116,10.2899,0.01114,4.3478,138.6556,28.8095,4.6112,1.0399
2085,465.1151,0.3646,16.8719,0.05132,23.7231,143.6444,28.0348,7.4082,0.9030
2086,418.2781,0.2567,12.8000,0.03325,13.8812,130.1202,25.6021,6.7596,1.0041
2087,409.4969,0.8204,7.8031,0.00424,2.4881,138.1177,26.8482,5.0579,1.0256
2088,405.3134,0.7587,18.0651,0.02699,11.0440,141.2435,29.2293,5.0651,1.0362
2089,249.9698,0.8135,16.6991,0.01960,4.2856,129.8052,25.0071,4.1833,1.6802
2090,837.6343,0.3623,15.3706,0.00534,4.3311,205.0000,36.0000,6.8802,0.5014
2091,209.2696,0.7085,13.1149,0.03146,7.0050,109.8322,22.9458,6.0845,2.0000
2092,274.9607,0.2179,7.8622,0.00260,1.4511,120.3485,17.9920,7.2863,1.5275
2093,509.0575,0.6683,8.6394,0.00247,1.2325,157.6540,28.6184,6.2788,0.8251
2094,515.5219,0.5919,15.4832,0.03146,16.2239,143.9580,31.2013,5.8546,0.8147
2095,430.2262,0.7238,15.1875,0.01940,9.0823,142.9655,29.6972,5.4653,0.9762
2096,233.7994,0.0650,9.5195,0.01592,4.0130,112.1842,18.5342,8.1260,1.7964
2097,706.6043,0.4277,21.9393,0.03064,21.3744,172.2335,35.6198,7.1167,0.5944
2098,490.4851,0.0994,14.4336,0.03448,17.2004,144.6598,26.5100,7.3380,0.8563
2099,663.8859,0.0881,16.1779,0.02152,14.4325,168.4227,31.6217,7.8965,0.6326
2100,769.5975,0.8399,14.5558,0.01414,10.7374,188.8400,36.0000,4.4492,0.5457
2101,693.8088,0.8169,18.3829,0.00113,0.3812,205.0000,35.3496,5.6788,0.6054
2102,943.2658,0.2355,17.0671,0.00811,7.7553,205.0000,36.0000,7.9275,0.4453
2103,777.8688,0.8551,20.8937,0.00373,2.6501,205.0000,36.0000,5.2812,0.5399
2104,433.3758,0.7446,21.0214,0.02899,12.8496,147.9842,29.9581,5.2215,0.9691
2105,951.6115,0.6174,9.2334,0.00455,4.4527,205.0000,36.0000,5.2305,0.4414
2106,760.3715,0.8540,12.9830,0.00564,4.2082,198.3604,36.0000,5.3991,0.5524
2107,811.0672,0.7318,11.5467,0.00743,6.3808,198.0251,36.0000,5.7777,0.5178
2108,800.2331,0.4309,21.1218,0.03808,30.1160,204.8223,36.0000,6.4030,0.5248
2109,746.8285,0.0769,16.5738,0.01354,10.2723,190.8874,34.0198,8.1639,0.5624
2110,940.7201,0.8067,9.5972,0.00309,2.4792,205.0000,36.0000,5.3983,0.4465
2111,957.1171,0.5059,14.9203,0.01324,12.2436,205.0000,36.0000,6.3717,0.4388
2112,592.7571,0.1725,20.2568,0.03310,20.0034,154.4712,30.1623,7.7723,0.7086
2113,267.4516,0.4696,16.8018,0.00181,0.3201,141.3774,19.7801,6.6219,1.5704
2114,218.1386,0.7528,12.6177,0.00121,-0.5689,126.7313,20.5664,5.7762,1.9254
2115,244.3368,0.7346,13.6279,0.01871,4.4764,121.7838,24.2067,5.6350,1.7189
2116,746.8232,0.4244,10.9841,0.00807,5.9423,188.1155,36.0000,7.0215,0.5624
2117,413.4765,0.7310,17.2261,0.04513,18.6603,130.0517,29.2557,5.5919,1.0158
2118,285.4008,0.3500,20.3337,0.05386,15.5473,109.6532,22.5925,5.8472,1.4716
2119,532.3680,0.2812,20.6269,0.00929,5.2217,178.7467,29.2206,7.9223,0.7889
2120,344.7968,0.4209,13.5014,0.01009,3.1365,139.5223,24.7108,6.5363,1.2181
2121,268.8626,0.2805,11.4793,0.06777,18.1353,97.6582,21.9022,6.6195,1.5621
2122,498.1566,0.1120,10.8663,0.00468,1.7534,159.7718,23.8411,7.8391,0.8431
2123,529.7661,0.7197,20.4455,0.03315,17.4295,151.1001,32.6509,5.5970,0.7928
2124,638.9886,0.8066,20.8301,0.00232,1.3551,203.6933,33.6226,5.2778,0.6573
2125,654.2912,0.7140,15.0615,0.00236,1.6019,192.7548,33.3407,5.4186,0.6419
2126,668.4777,0.3790,19.8619,0.00086,0.8432,205.0000,31.0866,6.4039,0.6283
2127,505.5324,0.5332,11.6170,0.01357,6.5704,151.9324,30.4315,6.4157,0.8308
2128,306.6186,0.5099,16.2157,0.00514,1.6703,142.9928,24.2778,5.9682,1.3698
2129,429.8218,0.2958,19.2672,0.01328,5.9213,158.8342,26.2614,6.3575,0.9771
2130,212.7303,0.8368,11.4914,0.01419,2.9734,115.6490,24.0764,5.3559,1.9743
2131,809.1721,0.3433,17.7761,0.01955,16.2798,189.6677,36.0000,7.5472,0.5190
2132,519.6091,0.3589,21.5635,0.01887,9.4401,169.6128,29.4593,6.6504,0.8083
2133,353.5127,0.4658,13.9287,0.00418,1.0576,146.3433,22.3320,6.5081,1.1881
2134,720.2326,0.3477,10.9677,0.00381,3.0781,190.3920,32.3888,6.1395,0.5831
2135,349.4019,0.2110,19.0996,0.03070,10.4699,136.3957,23.1699,6.8411,1.2021
2136,733.5467,0.3260,15.4162,0.00694,5.0821,197.7670,35.6140,7.1587,0.5726
2137,208.7001,0.4768,8.5806,0.02644,5.4471,103.1986,21.0752,5.7780,2.0000
2138,315.6607,0.2904,6.6367,0.01963,5.8432,114.0949,22.7928,6.5731,1.3305
2139,390.5540,0.4491,21.0968,0.01920,7.0783,154.4238,26.3093,5.8213,1.0754
2140,775.6135,0.5831,9.2523,0.00129,0.7869,199.9660,35.9335,6.5609,0.5415
2141,403.7263,0.1498,17.5797,0.01301,5.2873,152.6022,24.3104,8.2981,1.0403
2142,225.4348,0.3772,12.1754,0.01046,2.2152,120.7277,20.7810,6.0303,1.8631
2143,948.1197,0.7997,11.9174,0.01072,10.1536,205.0000,36.0000,5.3249,0.4430
2144,786.5923,0.3016,19.7290,0.03072,23.8695,192.0980,36.0000,7.8567,0.5339
2145,226.6825,0.1298,17.3316,0.01018,2.8209,130.9260,18.8392,7.0666,1.8528
2146,235.5623,0.3738,13.3781,0.00473,1.2702,126.9717,18.0577,7.1506,1.7830
2147,778.4380,0.4932,7.1339,0.00183,0.6650,195.9973,35.2985,6.6001,0.5395
2148,731.8580,0.1797,16.0316,0.01011,7.5258,193.4915,34.3933,8.3756,0.5739
2149,254.0828,0.7844,12.3437,0.02313,6.3608,116.2747,24.8979,5.7864,1.6530
2150,723.1586,0.3296,21.3176,0.00210,1.8945,205.0000,32.3319,7.4249,0.5808
2151,630.6356,0.5248,17.8241,0.00993,6.2493,185.0600,34.1171,6.9741,0.6660
2152,524.5330,0.0869,15.9188,0.02635,13.5228,148.9512,27.4309,8.5562,0.8007
2153,201.8456,0.4401,15.9373,0.00424,0.9299,128.2933,17.5763,5.9357,2.0000
2154,926.5856,0.6533,19.6289,0.01765,17.1200,205.0000,36.0000,5.7587,0.4533
2155,914.2473,0.1537,21.4009,0.00173,1.4495,205.0000,36.0000,8.4480,0.4594
2156,507.7140,0.7776,6.5802,0.01622,8.6755,145.7667,32.4520,4.3342,0.8272
2157,352.2996,0.1589,8.8889,0.00831,2.8864,131.0504,22.8401,7.3302,1.1922
2158,665.0823,0.1422,7.2023,0.00099,0.4507,179.6158,29.0901,7.5635,0.6315
2159,247.7264,0.6240,12.0586,0.03097,7.4735,112.2463,23.4237,5.6531,1.6954
2160,620.7508,0.7461,16.9447,0.01809,11.1305,170.9038,35.5915,4.4663,0.6766
2161,922.8047,0.4248,11.2557,0.00578,5.4933,205.0000,36.0000,6.7645,0.4551
2162,896.1778,0.1933,13.3898,0.00567,4.9005,205.0000,36.0000,8.1430,0.4687
2163,562.9208,0.3923,20.5888,0.03819,21.5549,151.5636,31.0257,5.9525,0.7461
2164,573.8282,0.1200,19.8687,0.02496,13.8245,164.3716,29.1751,7.6872,0.7319
2165,270.2583,0.5511,17.7563,0.04767,12.7281,113.9828,23.5863,6.6680,1.5541
2166,565.1613,0.7205,14.4555,0.03184,17.6172,156.7299,33.7185,4.8430,0.7432
2167,729.7885,0.3246,13.8263,0.01258,8.3754,186.4602,35.4903,6.7432,0.5755
2168,805.4851,0.3169,10.2162,0.00662,5.9021,195.3139,36.0000,6.9461,0.5214
2169,489.4854,0.4495,6.5464,0.00333,2.0242,148.3718,26.2803,6.3013,0.8580
2170,768.0280,0.2529,9.9208,0.00826,6.0495,188.7211,36.0000,7.4219,0.5469
2171,636.9712,0.3072,6.6873,0.00605,3.8827,166.7156,32.5666,6.5717,0.6594
2172,511.1232,0.1526,10.0428,0.01748,8.5094,145.0419,27.5547,8.4167,0.8217
2173,275.1544,0.3400,6.9702,0.00405,0.9848,119.4412,18.9745,7.2022,1.5264
2174,530.0257,0.4646,6.7367,0.00880,4.7546,148.8645,30.6177,7.1262,0.7924
2175,357.0118,0.4967,6.8808,0.02208,7.9994,121.0127,25.6841,6.8325,1.1764
2176,493.5413,0.8168,9.5735,0.00254,0.4074,159.1966,29.3407,5.0456,0.8510
2177,556.0800,0.1374,15.6653,0.01089,5.7945,170.1277,28.7813,7.6263,0.7553
2178,743.9345,0.2091,7.7625,0.00782,5.7138,181.0972,34.9906,7.4351,0.5646
2179,365.2951,0.4435,12.4631,0.00799,2.4450,141.8342,25.5071,6.5904,1.1498
2180,274.1794,0.7203,11.3032,0.01008,2.3492,125.8258,24.9880,5.2393,1.5318
2181,280.0382,0.6015,13.6127,0.07126,19.4861,94.1874,24.8960,5.3634,1.4998
2182,811.9242,0.4090,16.0121,0.00525,4.0309,205.0000,36.0000,6.6654,0.5173
2183,572.9175,0.5561,20.3242,0.03265,18.8266,154.2322,32.6364,6.2267,0.7331
2184,388.4873,0.7466,15.1247,0.01380,5.4524,144.5522,28.6271,5.1757,1.0811
2185,434.4726,0.4139,10.7284,0.02134,9.2738,133.3711,27.3453,7.3490,0.9667
2186,469.3731,0.5965,7.3881,0.00123,1.1205,149.1945,26.8529,5.0949,0.8948
2187,729.3585,0.2793,19.2689,0.01533,11.2200,192.1112,35.1149,6.4645,0.5758
2188,681.1987,0.6428,13.2885,0.02076,14.7915,170.4863,36.0000,6.0245,0.6166
2189,314.4371,0.4016,19.9002,0.00195,0.6936,154.4201,20.6463,5.9131,1.3357
2190,786.3137,0.5160,21.0054,0.00816,6.2781,205.0000,36.0000,6.3395,0.5341
2191,515.1030,0.4735,19.5088,0.01303,7.6504,168.3539,30.2410,6.3095,0.8154
2192,924.6824,0.2924,11.6231,0.00089,1.3031,205.0000,36.0000,7.3527,0.4542
2193,347.8553,0.7022,10.8086,0.01465,4.8263,130.3395,27.0534,5.7117,1.2074
2194,764.1087,0.4866,12.0575,0.00514,4.3848,196.4962,36.0000,6.3856,0.5497
2195,264.4445,0.7520,14.2204,0.05972,15.7939,93.7005,25.3323,3.9262,1.5882
2196,233.8915,0.3871,18.3159,0.04864,10.8013,113.0527,21.2083,6.5006,1.7957
2197,623.9091,0.6030,12.2771,0.00272,1.8574,181.5097,31.5412,5.0675,0.6732
2198,801.3294,0.5680,20.9856,0.01133,8.8831,205.0000,36.0000,5.5098,0.5241
2199,617.0120,0.7064,15.4154,0.00382,2.1149,186.8129,32.1614,5.2185,0.6807
2200,199.3229,0.5704,12.2106,0.03981,8.1525,103.8264,21.5425,6.4425,2.0000
2201,767.2744,0.3406,14.6551,0.00302,2.6150,205.0000,33.7432,7.1676,0.5474
2202,399.4618,0.1328,9.5923,0.02346,9.6136,124.9661,24.0463,8.2771,1.0514
2203,683.3333,0.2006,21.2753,0.00022,0.2050,205.0000,30.1044,6.7577,0.6146
2204,396.7797,0.5405,17.5268,0.03029,11.6520,137.4416,27.2273,5.3300,1.0585
2205,708.2554,0.5518,14.0060,0.00872,6.1344,188.5559,36.0000,6.0903,0.5930
2206,478.9731,0.1150,13.6414,0.02407,11.2982,142.0010,26.2889,7.8911,0.8769
2207,907.9257,0.6138,14.2578,0.00446,3.5123,205.0000,36.0000,5.6511,0.4626
2208,760.2493,0.8361,16.4750,0.00900,6.4295,201.1376,36.0000,4.4391,0.5525
2209,531.2185,0.2138,7.8317,0.02404,13.1212,156.3196,28.6471,6.7204,0.7906
2210,883.5460,0.7325,7.5575,0.00205,1.8697,205.0000,36.0000,4.5236,0.4754
2211,939.1853,0.5552,11.8957,0.00000,-0.2844,205.0000,36.0000,5.6939,0.4472
2212,411.4030,0.4213,20.1470,0.01139,5.0682,159.8839,26.7127,6.6627,1.0209
2213,300.5564,0.3400,21.0917,0.04861,14.5909,120.8500,22.8302,7.5405,1.3974
2214,737.2577,0.2845,20.1182,0.01153,8.6970,200.7153,35.3940,7.2783,0.5697
2215,365.2556,0.5054,6.8673,0.00184,0.7338,133.2820,23.0011,5.4772,1.1499
2216,233.8367,0.4210,21.3612,0.06276,15.0467,96.5625,21.8448,5.2102,1.7961
2217,532.4581,0.1940,19.9693,0.05943,31.2569,155.5573,28.9013,7.8720,0.7888
2218,560.2455,0.6675,6.7602,0.00261,1.4367,160.7484,30.1475,4.7965,0.7497
2219,262.9973,0.2917,9.3197,0.01893,4.8639,114.2523,21.2238,7.5536,1.5970
2220,218.4597,0.7228,21.6461,0.01983,4.9195,134.5676,23.3359,5.9261,1.9226
2221,959.0589,0.5355,14.4362,0.00121,0.8417,205.0000,36.0000,6.7682,0.4379
2222,356.2323,0.1691,15.4410,0.03481,11.9582,126.0972,23.0394,8.1293,1.1790
2223,218.1442,0.5308,17.8547,0.00694,1.4517,133.8083,21.7905,6.6693,1.9253
2224,822.2400,0.8356,11.7575,0.00665,5.6115,201.8572,36.0000,4.0904,0.5108
2225,386.3713,0.4702,7.7747,0.01355,4.9096,129.2590,26.3527,5.6252,1.0870
2226,331.5742,0.7039,20.7159,0.02683,8.7056,141.1588,26.5786,5.3712,1.2667
2227,651.2600,0.3866,11.1102,0.01250,8.1033,169.3040,33.6306,6.4680,0.6449
2228,856.6111,0.0785,18.0257,0.01267,10.5150,205.0000,36.0000,7.9283,0.4903
2229,527.7065,0.4972,19.8248,0.00730,3.9967,178.9779,30.8086,6.2626,0.7959
2230,220.4165,0.5326,11.1792,0.01551,3.4054,115.1648,21.8734,6.2956,1.9055
2231,226.9356,0.3931,7.5251,0.00479,0.9752,113.4503,17.9530,7.4780,1.8507
2232,560.6066,0.8520,11.6035,0.02389,13.5544,153.3829,34.6342,4.0216,0.7492
2233,627.5778,0.2559,6.5868,0.00647,3.9734,164.8861,31.8742,6.9977,0.6692
2234,761.5725,0.1976,18.0902,0.02799,21.7676,187.3260,35.4277,7.1266,0.5515
2235,588.4835,0.3180,12.9316,0.03639,21.7034,172.5706,31.1981,7.2373,0.7137
2236,244.3488,0.1796,17.9196,0.02661,6.9975,125.6811,19.7670,6.8458,1.7189
2237,239.5415,0.4980,18.3930,0.01660,4.4120,131.6895,22.1701,6.0446,1.7533
2238,568.0562,0.2642,10.7916,0.01428,8.1459,156.0291,30.1554,7.0441,0.7394
2239,705.5031,0.1430,19.2568,0.01225,8.8280,193.7689,33.3089,8.2712,0.5953
2240,453.5562,0.8045,13.4327,0.00825,4.2684,153.1947,31.0425,4.6021,0.9260
2241,895.2355,0.2821,19.9126,0.01245,11.3711,205.0000,36.0000,7.7902,0.4692
2242,423.8711,0.2799,7.8347,0.01240,5.8473,132.9529,25.9553,6.4244,0.9909
2243,887.4633,0.5227,15.0085,0.01992,18.1122,204.9476,36.0000,6.0194,0.4733
2244,904.1318,0.5505,8.0869,0.00016,-0.0727,205.0000,36.0000,5.2881,0.4645
2245,704.2132,0.6506,14.2342,0.00591,3.5943,194.0397,36.0000,4.9453,0.5964
2246,255.7427,0.8168,19.0563,0.05582,13.9716,103.9434,25.4881,4.0909,1.6423
2247,329.6771,0.4946,7.8851,0.01045,3.5709,123.9429,24.8469,6.1646,1.2740
2248,224.7971,0.2370,15.3086,0.03207,6.7130,117.6300,19.6399,7.9721,1.8684
2249,930.8328,0.6757,7.3792,0.00043,0.7094,205.0000,36.0000,4.7621,0.4512
2250,386.1982,0.0975,8.7402,0.01280,5.3132,130.4692,23.3660,7.6340,1.0875
2251,572.7692,0.5945,6.6612,0.01357,8.1486,154.1876,32.9391,5.3985,0.7333
2252,540.5613,0.6421,11.0071,0.01213,6.4250,156.1649,32.3536,5.6689,0.7770
2253,468.7684,0.6478,15.9340,0.04565,21.3504,146.5945,30.2621,5.9844,0.8960
2254,731.9176,0.2715,21.8070,0.00078,0.3987,205.0000,32.1299,7.5330,0.5738
2255,854.2037,0.8081,15.2125,0.01581,13.2886,197.3632,36.0000,5.1426,0.4917
2256,625.4582,0.2332,10.6555,0.02315,14.5693,167.4292,31.6292,7.4710,0.6715
2257,616.9720,0.8080,20.5823,0.02453,15.2669,169.2396,35.9734,4.2937,0.6807
2258,295.4047,0.5647,20.8543,0.01335,4.3930,145.5256,24.3799,6.1735,1.4218
2259,946.1793,0.2436,8.6445,0.00872,8.6011,205.0000,36.0000,6.5767,0.4439
2260,915.3467,0.0658,14.0791,0.01193,10.6844,205.0000,36.0000,8.0056,0.4588
2261,526.8710,0.8005,17.7459,0.01788,8.5962,164.1598,33.2102,4.2379,0.7972
2262,901.7542,0.2637,10.0535,0.00993,9.2921,201.9383,36.0000,6.4924,0.4658
2263,225.0831,0.8087,9.4277,0.02098,4.5448,109.5047,24.2218,5.6295,1.8660
2264,205.6865,0.5582,14.9376,0.00022,-0.3698,129.5292,18.6363,6.2084,2.0000
2265,357.1711,0.6891,7.0614,0.02363,9.4512,123.8333,27.2281,5.8270,1.1759
2266,873.9644,0.5262,16.7405,0.00408,3.0001,205.0000,36.0000,6.8256,0.4806
2267,384.6743,0.6267,13.9103,0.05615,21.8691,129.2810,27.8440,5.7236,1.0918
2268,946.0663,0.5652,6.8502,0.00501,4.6934,205.0000,36.0000,5.9034,0.4439
2269,517.0641,0.7704,13.1519,0.01531,7.9451,154.0146,32.6751,4.3644,0.8123
2270,741.5439,0.7078,10.2054,0.00494,3.3317,191.3537,35.9091,5.8339,0.5664
2271,412.0463,0.6865,9.0968,0.00406,1.7801,142.9037,25.8534,5.5688,1.0193
2272,317.5403,0.1820,20.4986,0.03328,10.3466,134.9655,21.9825,8.3640,1.3227
2273,448.4974,0.7290,18.8797,0.02579,11.9194,147.5873,30.2873,4.8963,0.9365
2274,818.8622,0.4794,9.0623,0.00718,5.8667,194.8598,36.0000,6.0324,0.5129
2275,482.0516,0.2283,17.2541,0.03062,14.5723,143.2076,27.2877,8.1158,0.8713
2276,429.5225,0.5736,7.8721,0.01291,5.2891,135.1109,28.4747,6.6825,0.9778
2277,410.1950,0.1356,16.4824,0.01805,7.3485,146.6239,24.3904,7.6710,1.0239
2278,483.5485,0.1665,13.7771,0.01883,9.0965,147.8297,26.8382,7.8251,0.8686
2279,628.4657,0.7920,6.6983,0.00177,1.6145,170.4540,33.1899,4.2736,0.6683
2280,511.5473,0.4674,17.6744,0.00346,1.4494,177.4271,27.0854,6.7057,0.8210
2281,607.6917,0.6383,7.5004,0.01480,8.7705,158.9480,34.3375,4.9190,0.6911
2282,507.6297,0.4658,11.2277,0.02596,12.9786,144.9965,29.9555,5.9335,0.8274
2283,203.4216,0.7014,18.3063,0.02211,4.6532,125.5500,22.7139,4.6541,2.0000
2284,522.0960,0.3532,10.0898,0.01616,8.4281,146.9701,29.4884,6.1166,0.8044
2285,731.0195,0.3353,12.9674,0.00223,1.7197,199.3978,32.6127,6.1919,0.5745
2286,552.0631,0.5021,12.1412,0.01304,7.1088,158.8809,31.5790,5.4910,0.7608
2287,443.1732,0.6594,21.2716,0.00796,3.7973,169.9195,29.5707,5.2263,0.9477
2288,782.5922,0.3226,21.1306,0.01300,10.3843,205.0000,36.0000,6.2450,0.5367
2289,830.4696,0.5120,14.3304,0.00912,8.1365,203.1972,36.0000,5.8620,0.5057
2290,921.7587,0.6534,20.0332,0.03057,28.4961,205.0000,36.0000,4.8555,0.4557
2291,555.8258,0.1984,10.0399,0.01039,5.5939,158.1550,29.2619,8.2333,0.7556
2292,606.1090,0.4169,21.0383,0.03060,18.5323,161.4295,32.5182,5.8492,0.6929
2293,746.3832,0.3355,10.9249,0.00227,1.6413,197.3813,33.0758,7.4067,0.5627
2294,487.3697,0.1814,9.3917,0.01704,7.9760,141.2201,27.0719,6.8383,0.8618
2295,692.1050,0.2736,13.2483,0.00553,3.0480,191.2565,33.9521,7.6340,0.6068
2296,630.2071,0.6258,14.8736,0.00844,5.1678,180.8838,34.9123,6.0708,0.6664
2297,344.1375,0.6323,20.5598,0.02351,8.1644,143.8906,26.3824,5.7551,1.2204
2298,470.6131,0.7812,10.1505,0.01694,7.9434,140.4478,31.3679,5.2908,0.8925
2299,808.9265,0.0727,11.3089,0.01154,9.5037,190.3104,35.8495,8.8388,0.5192
2300,736.7860,0.2882,19.3501,0.01381,10.6157,194.7336,35.4090,6.3896,0.5700
2301,927.6884,0.3873,17.5501,0.00902,8.1461,205.0000,36.0000,6.7091,0.4527
2302,614.5413,0.7571,9.5138,0.00576,3.3748,170.6871,35.4928,4.4203,0.6834
2303,496.1331,0.2041,9.6006,0.00794,4.4856,150.6730,27.5168,8.2942,0.8465
2304,881.7542,0.3744,20.5476,0.00195,2.1385,205.0000,36.0000,7.1674,0.4763
2305,478.5719,0.2113,14.8349,0.01301,6.1936,155.7967,27.0472,8.0921,0.8776
2306,842.2481,0.1944,11.0862,0.00106,0.5107,205.0000,34.8228,6.7834,0.4987
2307,799.3813,0.7445,6.9886,0.00874,6.9181,185.0623,36.0000,5.6923,0.5254
2308,272.5380,0.3343,18.4888,0.00472,0.9789,144.4025,18.8505,6.9287,1.5411
2309,768.3527,0.4666,9.0426,0.00004,-0.0108,200.1705,34.7830,6.6828,0.5466
2310,584.8982,0.5051,21.6642,0.04605,26.5916,162.5478,32.6149,6.3189,0.7181
2311,583.7222,0.1137,15.4261,0.00801,5.5112,174.3711,29.4212,8.5469,0.7195
2312,392.4424,0.4813,6.8211,0.00043,0.2580,138.3052,23.6239,5.5784,1.0702
2313,856.1714,0.4450,11.7622,0.00755,6.7301,204.4962,36.0000,6.3425,0.4906
2314,891.2442,0.1541,20.2146,0.01281,12.0099,205.0000,36.0000,7.1299,0.4713
2315,278.2587,0.7150,17.2272,0.03774,10.7334,121.0251,25.0680,5.5189,1.5094
2316,771.1957,0.4514,20.9916,0.00107,0.6889,205.0000,34.7472,6.6942,0.5446
2317,668.4729,0.3380,20.2061,0.00790,5.1883,198.3102,33.7584,6.3275,0.6283
2318,863.9219,0.7111,12.7038,0.01020,8.4052,204.0451,36.0000,5.9663,0.4862
2319,465.9225,0.6854,21.0860,0.00055,0.7468,179.6345,27.4607,6.1475,0.9014
2320,694.1086,0.0791,19.0035,0.02075,14.2931,179.4793,32.4562,7.8132,0.6051
2321,530.2005,0.5425,16.6762,0.02478,13.1523,152.2826,31.2456,5.9143,0.7922
2322,234.8888,0.0909,18.9512,0.02133,4.7878,131.3928,18.7739,7.2182,1.7881
2323,769.2028,0.7407,7.7927,0.00454,3.2743,190.3211,36.0000,6.0765,0.5460
2324,744.5243,0.0656,8.1236,0.00714,5.3548,182.7699,33.8609,8.4016,0.5641
2325,879.8373,0.2169,10.7510,0.00549,4.6253,205.0000,36.0000,8.0260,0.4774
2326,444.3597,0.3945,21.5579,0.00759,3.2184,172.0009,27.4871,7.2530,0.9452
2327,724.8041,0.1009,14.7603,0.00006,-0.1867,205.0000,30.5509,7.1764,0.5795
2328,352.7584,0.3527,12.0307,0.01180,4.3900,134.7232,24.4044,6.4381,1.1906
2329,441.1158,0.4552,20.1998,0.02057,8.4667,156.9802,27.8752,6.8446,0.9521
2330,403.7559,0.7440,10.4789,0.00287,0.9679,146.4876,26.0645,5.7744,1.0402
2331,198.7728,0.2160,13.4594,0.01173,2.3066,119.3521,18.6910,7.9096,2.0000
2332,886.8486,0.3137,14.1341,0.01607,14.6384,199.1367,36.0000,7.5149,0.4736
2333,353.2422,0.2472,19.4858,0.01795,6.2715,147.0579,23.5752,6.5976,1.1890
2334,847.3455,0.6319,10.7464,0.00284,2.7847,205.0000,36.0000,6.4189,0.4957
2335,298.7571,0.4839,20.3033,0.04514,13.6928,124.2166,23.8372,5.5628,1.4058
2336,503.0830,0.5759,14.9943,0.04302,21.7299,155.2810,30.6996,5.4643,0.8349
2337,202.9569,0.7503,17.5459,0.00968,1.7587,130.1754,23.0914,5.7578,2.0000
2338,897.8301,0.4947,20.1857,0.00424,4.1814,205.0000,36.0000,6.0301,0.4678
2339,903.4918,0.6607,17.1109,0.00505,3.9049,205.0000,36.0000,4.8251,0.4649
